,pid
209131,87886
631760,273158
790127,344194
264471,110398
409440,174524
102644,43146
2015633,892604
82135,34831
747221,325164
67267,29028
74077,31948
1127846,494690
25451,10906
1118880,491092
1936563,855821
2080395,920574
1907664,841991
1446148,646892
2094291,925709
1072273,471310
1995701,883289
509197,218715
878217,382930
285959,119832
518801,222721
880589,384107
1502341,670765
75308,32338
618650,266245
2174861,961354
2226370,986187
1810804,800792
1994420,882730
1246972,552410
225357,95025
2044880,905524
1846935,816128
169241,71534
1042145,455962
26918,11715
268065,111774
1282244,569483
60812,26697
913955,398349
634007,273926
648917,281380
578285,248689
936784,409689
1388456,620430
1780315,787823
720858,313714
741701,323120
2014067,892051
2045254,905739
12506,5095
1009851,441861
1758776,778980
322004,136899
1279193,568087
1649226,734473
1131252,496463
1615878,720227
1016674,444850
176234,74916
387470,165090
2023475,896386
1245389,552035
1006947,440443
968187,425160
979596,429542
2191691,969771
1975718,873990
1163942,512958
2214219,980913
2224205,985514
2143657,946797
165411,69454
1716101,762720
1201846,531448
1590181,709458
1529293,682215
2185540,966550
1987860,879737
742670,323512
1394828,623474
631569,273083
415083,176743
440734,186781
1461961,653637
1113954,489456
1348177,600793
467056,198024
429896,182704
1820677,804515
1589885,709402
1379022,616269
1835258,810262
2083133,921951
358883,152338
1407288,629201
998754,437936
1508447,675006
800002,347721
1783337,789046
3484,1247
216334,90847
1799703,795751
240156,100933
938007,410162
569502,244997
995222,436579
392748,167551
109684,46501
1531403,683285
1455057,650857
210877,88724
1235292,547900
231482,97219
1023875,448029
1774159,785627
182550,77341
1673532,744932
1476707,659686
223536,94244
2062498,913127
684061,297531
454638,192857
2136235,943553
1347541,600529
714127,311372
1705475,758056
109810,46612
712755,311055
1943439,859001
1194895,527211
1542136,687549
1309279,582303
76772,32778
1747192,774226
1712782,761417
611581,262860
511040,219406
1118575,491031
1633072,728415
428895,182277
1864630,822567
577317,248284
783523,341354
759144,330784
689346,299934
1795516,794062
326984,138834
70516,30476
2120156,936621
115447,49048
1312333,583882
329560,139536
1941897,858334
1637531,729777
1975542,873919
2227480,986920
1165029,513310
937346,409990
645761,279754
1630855,727371
85104,36016
1035642,453878
1971615,871862
1892477,834821
2067661,914926
225622,95064
104113,44080
1903286,839993
240541,101153
974140,427436
1931202,853324
1371592,612626
63416,27749
753964,327611
1116795,490480
2187580,967250
982843,430799
50386,22193
1760961,780296
1992446,882102
2245945,996132
1477319,660122
1151254,505629
893419,389443
1174876,518618
426860,181347
2002737,886312
324144,137688
993748,435864
265951,111003
515012,221075
1056046,463665
100447,42452
621550,267754
1500261,669999
1487950,664353
1958195,865297
1349512,601290
1140400,501252
150526,62991
534126,230164
1929111,852239
428125,181937
1670103,743285
180425,76580
613274,263528
1753473,776354
1455976,651212
154481,64529
251111,105187
578576,248811
256122,107775
666609,289367
567807,244427
2134881,942718
1450279,648803
1527019,681576
1920420,847515
1992876,882277
1222895,542422
795210,346008
151115,63269
2144370,947102
19278,7897
1596984,712026
2108031,930672
1120971,491428
176359,74952
1094538,480866
2171916,960149
2052379,908372
1788782,790902
426063,181086
2182332,964808
1283851,570223
1608908,716955
339969,144045
1581956,705641
124409,52805
1138059,500646
322751,137167
1325255,589852
545450,234565
2119078,936127
1372260,612924
289279,121195
2076831,919488
2079706,920497
1225523,543443
316977,133391
1898449,838091
88632,37934
157544,66159
225254,94929
1192165,526010
263043,109741
603469,259476
2112602,932751
1908329,842095
801838,348410
1792048,792723
2180907,964126
2085941,922867
715293,311631
1177685,520009
1585757,707734
2109122,931026
1375093,614371
1861610,821624
1877761,828732
502199,215370
776439,338112
707596,308838
2174226,961234
1207289,534038
836324,362778
73779,31817
312415,131659
1051959,461743
1121095,491442
2230619,988668
2160686,954827
1822417,805404
1865611,823067
77890,33261
2097371,926916
1473170,657975
775273,337551
940431,410988
67619,29156
1756465,777779
410872,174842
25168,10823
736328,321044
2253754,999119
1847982,816415
774395,336960
984548,431756
1967081,870186
1462293,653740
718854,313119
1838192,811703
2055740,909683
1882782,830835
305124,128110
1080883,474850
1100834,484003
1006462,440246
7344,2984
44074,20202
514218,220575
1647378,733571
2173163,960622
925883,404348
2077367,919596
840969,365047
246089,103461
867593,378123
375506,160250
452871,192190
877178,382284
574884,246825
1167858,514787
1472233,657718
838495,363664
1703662,757217
1452961,650091
1125498,493578
1098615,482935
2101045,928019
282697,118690
2067972,915196
21933,9296
818749,355132
290542,121615
1498958,669315
474,239
1012275,443125
515177,221109
957027,419085
981222,430037
943343,412419
1151147,505546
2022990,896317
2237319,991823
301677,126844
1180798,521152
1369229,611354
142843,60266
477968,203670
2202750,975109
222594,93775
891767,388892
1072804,471601
479893,204473
1812190,801326
1656426,737778
2248038,996838
1008771,441590
1899819,838433
619821,266805
496311,212732
374865,160181
550403,236325
2238894,992328
1985333,878619
1663703,740173
1689566,751274
1495355,667384
1808331,799980
1951177,862628
385795,164219
1860661,821385
1480806,661417
338090,142990
1026012,448832
1999708,885038
1120851,491427
53478,23538
998599,437905
2124401,938445
1643547,731876
788151,343416
1759157,779635
1533267,683895
483814,206315
759997,331293
1614793,719458
1467388,655885
1337032,595116
1486591,663911
1580771,705164
727203,316933
214537,90108
890425,388474
804277,349559
763439,332876
1705841,758096
632073,273430
1045423,457967
389061,165593
1071452,470701
1596041,711772
2227584,986938
1802964,797512
1062000,465939
2073326,917885
2045495,905881
365574,155958
2054357,909084
1346325,599795
99113,42111
1428759,639471
842349,365585
1931731,853736
213036,89771
1764499,782146
1122589,492021
469606,199176
1741461,771301
2175579,961702
823592,357513
1282488,569578
1465552,654972
1439716,644491
1148536,504658
2133743,942270
1849697,816838
1919780,847306
140543,59231
838014,363493
1918293,846683
503326,216107
1042778,456368
1576864,702873
1935851,855633
1870194,825173
23902,10395
1528800,682080
1840614,813257
639822,277231
730570,318339
777343,338353
526796,226405
325461,138068
1951025,862602
6989,2630
1560542,695705
397046,169240
1798865,795267
175518,74360
2145621,947344
1877880,828905
1643653,731901
1863016,822148
1297995,577024
259484,108619
2194615,971632
736077,320842
2021737,896085
1719426,763811
1079539,474284
1025908,448767
1175141,518692
724714,315290
471701,200450
1680893,747331
2154428,951336
1189920,525102
1100946,484040
2143820,946962
1900295,838738
1389548,621218
1354494,603104
691366,300487
649393,281546
1435724,642815
2216799,981852
681899,296653
213611,89896
1089258,479145
499819,214044
2055601,909631
1298114,577026
596648,256510
2165452,957436
1294090,575042
900742,392680
2214697,981033
1043987,457257
9549,3869
1966932,869921
407919,173725
1658470,738220
1612100,718287
18409,7317
2254280,999267
643620,278565
2098694,927238
1400609,626314
1038215,454584
356877,151262
475445,202398
1333177,593418
2231309,989052
1093471,480627
1235038,547817
333957,141354
1821233,804678
1509391,675354
493097,211107
190748,80052
1341047,597200
395731,168521
1451864,649486
1622993,723357
974027,427389
602241,259065
1751531,775689
300345,126470
676725,294814
229219,96529
1478658,660525
1862601,821993
764141,333228
2220690,983944
296632,124950
244989,102851
558478,240188
560241,240716
768992,335132
1076960,473059
1602876,714570
1734437,768682
1151613,505843
1320787,587635
1671219,744134
755632,328452
2166782,957881
1044748,457811
66102,28707
1528665,682048
1917640,846110
71758,30778
667869,289899
941718,411321
1102430,484970
1081238,474897
2246698,996464
93189,39898
2014306,892099
1734553,768830
1521711,679744
2060482,912620
1016022,444564
361340,153705
476259,202621
1268324,563039
2243731,995026
1229438,545534
30710,13702
1383506,618294
498144,213535
1350802,601794
1974740,873582
146008,61367
1168113,514893
1604342,715242
1774748,785760
1018555,445727
662377,287787
1936930,855953
440429,186703
10480,4471
548130,235593
1769333,784032
1911420,843037
160493,67371
1727312,766552
534435,230199
1921214,847803
1559016,695025
1712355,761298
467948,198389
1003975,439477
1624506,724015
2225898,986025
1966248,869561
2026935,897783
1703393,757087
2210330,978766
445139,188591
927947,405658
313797,132268
1705715,758094
300183,126297
29296,12657
329288,139460
281104,118018
1595437,711402
571789,245561
752139,326797
915245,399027
93579,39978
1318589,586295
28250,12258
138227,58531
648296,281086
1265663,561598
1001760,438750
2035402,901198
211849,89132
1344240,598611
886419,386787
1400268,625964
323321,137242
1360339,606008
1748080,774760
1156451,508740
320342,135659
1312468,583929
1087719,478762
1171027,515988
540542,232638
1046167,458176
1483099,662451
960561,421597
152394,63710
1978233,874966
1212992,536534
557052,239324
1071213,470679
1878698,829168
646929,280691
1651565,735240
980695,429867
1719592,763816
1742011,771439
2001655,885738
1325730,590225
494632,211522
308738,129933
242230,101660
508391,218319
1222004,541460
542829,233560
408264,173884
1376288,614628
1368978,611240
1636502,729681
2172031,960158
2130780,941166
1624375,724006
2095016,925944
2083690,922162
1126365,493722
54409,24089
2161751,955322
718638,313014
190418,79912
2148356,948440
1695153,753436
743595,323705
832894,361347
2201585,974870
951047,416746
833976,361819
466905,197978
1270652,564199
1126153,493675
327480,138862
2069958,916095
1709410,759707
1555009,693379
361951,154087
1589100,709054
289163,121068
1555484,693526
583175,250600
2166550,957764
1360222,605923
1877590,828712
775835,337946
595587,255799
1843484,814715
1049331,459552
1131595,496761
2208522,977781
2161040,954883
42439,19471
894327,389775
556323,238644
1708870,759490
1079178,473830
838364,363663
369271,157608
1123838,492455
1167,439
257664,108198
1306280,581123
923491,402963
829238,359650
480281,204506
455204,193288
996716,437066
1085961,477680
106928,45307
1059039,464467
1768472,783692
1382111,617924
2058456,911538
729843,318002
1552832,692663
1419022,634804
1987467,879619
2242741,994573
1696745,753995
8586,3530
355419,150555
483348,206233
258455,108322
12254,4898
862966,376944
1734004,768614
1048656,459167
1045965,458132
574762,246781
768689,335043
1233239,547154
2152966,950607
1773076,785284
1952925,863283
1688043,750616
448100,190315
1216887,538154
1802375,797097
323806,137301
1258530,558020
1326415,590420
28929,12459
880338,383924
1761071,780439
219912,92565
1370102,611774
1118105,490889
249749,104778
945247,413432
1561973,696726
1073980,471975
690228,300114
260886,108976
2249879,997432
1359102,605559
209656,88176
1220403,540999
394238,168057
1470754,656983
929655,406409
2003526,886859
654019,283786
1744806,773245
1825139,806305
355886,150713
1134513,497786
1601938,714230
1307960,581814
1493764,666635
2058340,911508
745265,324372
1731630,767847
2125613,939137
821296,356250
1091320,479865
2169332,959359
1085090,477258
1402342,626984
1266993,562217
1758174,778604
22929,9743
1401554,626776
250185,104894
322242,136919
1827200,806984
538355,231955
501634,215224
321071,136360
2313,896
103126,43402
1634840,729072
861468,376332
106363,45172
703412,306504
1564430,697610
1196312,527852
52416,23062
166639,70485
1247246,552449
1164667,513138
519778,223012
1186915,523822
152051,63587
2164160,956372
1905770,840974
1816788,803002
2171172,959996
2237204,991812
1600846,713284
168623,71261
1822801,805491
1204466,532883
75726,32428
125517,53311
1819425,803941
812560,352878
2187462,967116
587166,252161
420822,179016
493702,211196
756038,328714
86084,36319
113450,48337
1578030,703403
1633259,728468
1198013,529181
1373057,613274
297158,125231
267598,111583
2072124,917156
1964934,868498
257106,108049
650724,282206
764870,333461
990208,433974
1116217,490339
1150159,505205
2239138,992374
118585,50308
1155534,508118
1856868,819981
659834,286503
1602047,714269
1444655,646461
1267882,562594
240266,101027
64572,28190
917818,400315
840602,364886
1911022,842859
534614,230312
70160,30347
1642051,731449
37765,17076
366187,156151
1539850,686675
2232188,989616
1653936,736164
1479188,660878
1161907,511929
1836006,810506
956007,418886
772815,336580
2158244,953102
145180,61023
521902,223677
1941280,858170
111812,47559
1954997,864158
1094313,480835
7609,3040
1026832,449246
514712,221043
406595,173285
1986181,878792
691246,300376
1241879,550542
359776,152779
1696871,754022
1377828,615778
215400,90531
1144085,502944
1122141,491919
2035137,901012
120049,51086
1642747,731640
644440,279054
634884,274215
202818,85974
277705,115963
2137123,943759
120671,51409
2099001,927279
1135583,498746
144490,60831
52104,22771
1808433,800018
444736,188321
163442,68591
1938736,856756
1196534,528086
1087828,478765
1709755,759861
597035,256821
2152151,950117
1467518,655911
1099554,483351
1800217,796011
114996,48644
2064720,913961
1843116,814619
710429,309805
1112258,489105
2238066,991940
571416,245524
2080516,920592
1611968,718255
2115678,934662
578171,248597
1237686,548980
705653,307549
335559,142005
1928499,851621
1886184,832389
1011951,442796
1283346,569838
932398,407583
1610805,717884
496982,213058
928108,405691
2056061,910008
507138,217928
1368618,610995
1949264,861613
74306,31997
1026114,448854
1092881,480448
239387,100427
1403082,627162
546058,234875
1525516,680928
2042698,904365
1755168,777193
791381,344592
1165148,513448
1764605,782155
1361410,606720
497728,213338
974470,427521
936646,409685
1485860,663707
164020,68949
33832,14894
2113784,933871
925693,404289
1855686,819730
381525,162859
696257,302773
780733,340374
1732474,768110
509415,218905
1238467,549261
1387266,619631
1612886,718533
1164561,513132
354501,150151
592827,254597
372657,158927
1255632,556758
1663325,740014
8090,3362
2203500,975489
769234,335139
289911,121394
1289570,572769
1849292,816767
1069855,469948
1131935,496967
1589754,709356
483103,206176
381022,162657
1706911,758730
1255396,556642
2138908,944826
2145811,947474
1884453,831528
696141,302727
235106,98697
243432,102091
439611,186461
1250097,553787
163321,68570
2046171,906181
787665,343333
679255,295520
705338,307429
2232505,989713
580935,249778
693753,301398
73112,31700
671393,291892
1175253,518852
212665,89495
2089701,924513
1598084,712327
727985,317165
1059269,464579
911576,397343
987824,432990
126407,53711
976764,428329
949084,415606
869645,379401
1107013,486899
1502235,670760
1670757,743830
1192546,526166
1305990,581059
1874256,827434
37207,16873
966183,424086
723556,314807
1416735,633827
373052,159037
1630195,727156
1691126,752384
584687,251333
491468,210318
173484,73469
296519,124915
1056482,463800
310415,130540
86430,36614
1822928,805494
1563509,697269
660071,286735
1714692,762283
1055057,463190
432115,183351
595061,255662
1756116,777745
2142383,946317
1365726,608947
505663,217043
1754035,776809
2142117,946217
140644,59236
81991,34785
963024,422653
849040,369304
1466050,655170
1817361,803083
727036,316709
1002388,438980
1027312,449576
122546,52405
101919,42800
1006575,440370
1780543,787896
97859,41683
319948,135523
650619,282062
542078,233382
1271846,564634
1722422,764731
666298,289260
184012,77946
797453,346958
207878,87583
441356,187101
586290,251870
1859955,821147
2097132,926749
1958521,865503
663714,288129
1013874,443738
295354,124425
552703,237398
396031,168670
429601,182506
177849,75555
150365,62973
1129281,495489
2182181,964786
816132,354153
2150116,949287
1426013,638539
1922406,848307
594954,255606
1767936,783510
1504527,672236
914906,398840
1783807,789345
1622846,723344
297009,125153
1848304,816450
1120013,491257
2129232,940631
441874,187239
1523811,680414
1848437,816456
827160,358901
1884158,831244
1388259,620169
47382,21142
1963581,867955
2239309,992427
1642901,731646
2179720,963673
543083,233588
1911129,842871
2101337,928147
1668181,742284
769597,335243
987521,432871
992331,434964
166066,69803
199457,83984
1857872,820485
774284,336950
1650460,734997
1830787,808599
980046,429596
870581,379857
334413,141670
1129495,495546
161911,68012
2078891,920132
207776,87490
2078103,919775
196148,82213
127148,53877
1944952,859488
618983,266447
1140282,501189
223035,94178
2113305,933552
432622,183694
1693421,753060
831878,360715
1756770,777867
1797834,795004
1627012,725085
714497,311445
1066967,468260
1030713,450951
1203551,532445
776698,338211
204844,86639
1618754,721442
2145918,947590
82699,35082
2110025,931506
1869190,824722
644837,279302
546704,235117
1206477,533630
1211498,535765
271086,112885
1275156,565565
949541,415924
510895,219361
1417129,633897
125354,53262
239703,100791
1780178,787800
83279,35334
1230214,545814
515382,221182
201623,85228
2010292,890143
67375,29075
1349928,601473
1730346,767517
334072,141442
950823,416638
364215,155067
1150775,505427
1412058,631914
552946,237420
221992,93419
2146040,947605
936910,409852
2169465,959379
303624,127443
592935,254629
953570,417554
1005575,440016
1154682,507632
436486,184984
978692,429234
1889119,833483
135321,57519
1361194,606595
1937464,856222
1881190,830216
1102098,484867
1688453,750714
283797,119171
1598264,712355
1257688,557874
116788,49524
1411313,631501
1027786,449813
1163422,512564
1627,621
159016,66742
1659126,738491
1817493,803145
1945774,859862
1223701,542726
1438084,643749
466444,197902
1205630,533162
1842603,814409
423039,179928
2251735,998290
1399121,625711
1323709,589118
2118264,935856
911102,397204
2143549,946773
581821,250113
1874480,827473
1277710,566606
2188361,967820
767328,334508
1108217,487479
2209014,978073
800542,347942
92173,39687
474660,201971
2219708,983548
1374515,614274
696676,302958
977117,428418
2141811,946101
654442,283926
1353444,602780
975698,427888
55792,24520
2148538,948476
220717,92983
1451405,649249
1962106,867203
311611,131240
270085,112523
118000,50008
332896,140985
1143460,502335
1867640,823692
535145,230507
1494118,666700
255881,107586
1303929,579865
1621404,722577
1649705,734572
215660,90565
1379347,616422
199966,84280
1152424,506239
894933,389851
1386016,619379
1510108,675535
1905889,840979
2098018,927133
1808187,799946
1048909,459355
891641,388850
849145,369405
1012692,443218
1851132,817375
808786,351715
325122,138013
1508672,675029
855082,372164
1276276,565814
1758280,778648
1489091,664653
1490028,665311
1549306,691146
238732,100061
2152730,950539
2233314,989864
108243,46065
2184723,966274
636767,275448
789879,344014
572874,245913
221877,93411
1321958,588239
1431589,640886
531528,228722
1927911,851454
321776,136811
37064,16763
1438743,644076
1249749,553660
2034585,900697
2112960,933225
1211274,535626
1494753,667066
293893,122910
1569628,700055
348235,147441
1421703,636024
8336,3406
814487,353829
1634386,729007
1530234,682590
322109,136909
553312,237544
622747,268382
1448900,648432
1568452,699626
1132226,497075
1442466,645599
768578,335014
151633,63457
1615245,719787
586815,252016
1929218,852320
1590951,709708
2188038,967643
2005338,887896
633862,273834
2119770,936568
2225263,985707
1119912,491220
443729,188137
76608,32760
679012,295500
1601816,714190
52995,23353
1380836,617235
1594735,711016
379888,162205
1969265,871075
1706558,758379
430136,182740
1636400,729636
1196979,528716
1671105,744025
39395,17658
1226686,543993
2013590,891937
1608281,716677
94604,40516
1359556,605800
2240651,993421
383911,163678
2078293,919802
1062174,466096
584117,251023
10985,4574
1332954,593269
1526381,681490
1815734,802604
1393730,622833
2066476,914319
1886054,832343
2109735,931367
926005,404369
211187,88842
380237,162397
1328589,591224
191504,80456
1155871,508445
223741,94297
234339,98202
2071697,916990
753845,327594
1647885,734083
1747402,774451
1632868,728349
777918,338912
1844070,814887
523945,225201
379556,162056
1275505,565666
1577007,702898
845797,367719
2117024,935165
641667,277843
1974189,873215
881712,384393
1811689,801120
1044914,457824
1617078,720670
2126862,939562
786805,342810
1771027,784427
386153,164522
894653,389847
1394030,623121
1546851,689800
83030,35187
1181695,521469
166763,70594
1487646,664342
2219595,983528
74199,31994
314705,132659
1022075,447252
2142593,946427
258929,108407
82494,35013
884104,385910
1921514,848106
1742161,771473
1553619,692966
1852311,817995
1237794,549008
1143160,502276
2182781,965241
1998753,884804
1365950,608952
492980,211026
1483519,662668
818631,355057
1678570,746622
2017045,893594
1152548,506346
883647,385199
703658,306592
1454007,650374
716878,312184
48293,21440
1408956,629972
1675070,745322
1361776,606930
1152897,506628
1928125,851514
2046056,906076
813761,353401
564870,242900
1937571,856227
1812690,801516
1452717,649972
1182138,521580
254791,107061
2122345,937574
207280,87268
56156,24641
44923,20494
1156764,508939
161776,67930
745994,324848
196617,82410
331063,140058
1816418,802775
1745569,773571
822991,356751
118464,50237
491841,210490
1487271,664155
1338365,595921
1772411,785158
1535919,685053
133092,55886
598,262
1562392,696896
2026807,897765
1690477,752013
1973279,872514
21213,8901
119608,50857
658874,286013
1396939,624589
1302953,579327
1457573,652175
1636262,729573
1797328,794672
612642,263101
150136,62868
40887,18311
1109564,487942
1418506,634387
135002,57415
2068215,915228
1542357,687797
282965,118823
1189274,524877
1220619,541157
1528118,681884
1037991,454477
1725103,765824
770239,335701
2231832,989496
128971,54473
1302263,579122
1652270,735540
860471,375259
1458004,652289
1667876,742251
1644770,732410
68566,29711
18306,7294
942379,412115
439146,186174
965820,423975
1885544,832166
23038,9869
1435254,642559
1559784,695366
1642629,731609
2113683,933756
1253692,555451
962096,422196
721093,313746
668920,290343
132289,55683
660849,286911
1621852,723002
1469641,656540
2163125,955805
233181,97811
1416895,633829
709221,309425
1954063,863666
1506621,673831
1364411,608349
1507204,674181
999215,438184
1181291,521391
1596711,711929
779589,339967
1617855,721263
862708,376744
962918,422609
1091925,480160
616874,265205
897739,391258
954347,417856
1749469,775108
370133,157866
27619,12196
2237434,991843
1797600,794909
717998,312632
2083522,922057
757990,330231
1033752,453098
1951400,862817
1427304,638851
551471,236939
180318,76539
612759,263317
1274815,565324
1066163,467911
920851,401976
1532726,683675
1948257,860881
1950678,862214
1736987,769608
187368,79027
1847526,816280
1519037,678613
2018542,894497
66209,28775
460049,195258
2149321,948866
2189863,968796
1826441,806847
1911675,843122
1582077,705648
8200,3374
1728,637
1804476,797980
651656,282730
2141165,945658
2043173,904489
1729359,767261
733071,319714
221241,93118
1259444,558232
986610,432630
2099788,927602
1252041,554561
1940539,857424
813299,353273
119152,50712
2214798,981086
298368,125780
434009,184218
331453,140226
1231481,546522
784772,342049
2128212,940109
1060259,465010
1785951,789807
78106,33336
1974399,873373
830928,360157
1397057,624646
1592682,710311
826605,358871
563647,242376
1402687,627074
971691,426487
1384274,618638
1806254,798811
1013475,443574
922451,402497
256242,107783
264223,110378
1735628,769114
2200903,974568
1165300,513459
2202331,975106
1678703,746651
1034330,453492
1931857,853748
839463,364035
268771,111907
217365,91211
949933,416248
1342536,597939
822369,356559
271609,113167
781279,340528
1273286,564954
1278217,567124
1006807,440431
2112149,932515
1992558,882120
1583245,706824
1706209,758198
1018444,445718
1427019,638759
1963816,868020
2209547,978276
758820,330687
1704714,757593
622065,267992
1776048,786290
690625,300203
2170484,959492
686954,298871
1751995,776010
366784,156521
132554,55695
1884331,831376
875491,381475
290159,121410
133982,56864
524396,225391
1874074,827396
771524,336043
755080,328387
1846478,815818
57985,25394
630478,272890
1592805,710330
1488423,664477
310141,130455
655741,284423
1920613,847516
954458,417859
1709572,759834
2054246,909068
1326197,590348
1826698,806875
357084,151410
1355136,603590
77096,32910
771422,335957
581993,250183
1025532,448625
1796309,794419
699257,304104
1100153,483610
498860,213633
991908,434713
856184,372825
658328,285771
1820235,804331
299834,126276
508162,218212
1172872,516890
659256,286256
1544503,688393
104889,44489
121689,51668
532627,229646
1692728,752975
2118848,936106
1857437,820206
472935,200913
1134043,497598
1177579,519896
1981710,876430
1889519,833594
1093324,480618
1404784,627891
1551138,691903
882520,384594
721328,313838
1460119,653149
161623,67898
1808702,800092
1303178,579367
716765,312168
517721,222429
773069,336623
177696,75544
932053,407553
1119260,491168
1402559,627019
241693,101480
969647,425654
1401414,626671
76989,32907
1518926,678524
1626448,724826
338819,143315
588842,252832
1856641,819949
1007493,440877
1251741,554479
1017195,445047
1660921,739115
2035608,901263
611028,262572
1149610,505078
2025599,897343
696778,303054
252087,105658
1575127,702194
815767,354098
1406546,628972
1754372,776911
1527681,681825
55389,24369
1129388,495518
1737402,769715
1924797,849724
1714034,762034
2003256,886738
1830986,808780
1785035,789532
1486925,664016
744050,323942
102441,43015
231149,97123
814592,353866
778417,339578
1584477,707195
1490794,665717
1519387,678661
908787,396152
1811004,800833
2066961,914616
613539,263569
2049860,907752
966061,424035
1076353,472800
1301933,579020
724157,314918
1236257,548380
743,363
100552,42458
1818541,803499
1103730,485641
567411,244405
904653,394582
893095,389396
2023603,896464
1420750,635894
473579,201527
9293,3764
779052,339879
714642,311458
1891867,834702
2095680,926134
1410940,631247
699379,304232
1640047,730804
1735878,769186
630948,272917
553451,237630
1311434,583662
1390302,621427
370020,157799
244702,102826
2219377,983429
2031299,899584
1810177,800641
1240173,549824
1707298,758753
366014,156132
2013211,891784
1485750,663646
940558,411006
1796934,794578
1550024,691298
1423716,636938
1957792,865106
1474831,658848
926442,404607
1869021,824623
242363,101675
496548,212747
6595,2378
214648,90181
459421,194944
1436288,643033
88200,37752
2023197,896367
938630,410515
859007,374612
1828034,807056
1271577,564611
516597,221689
2219490,983470
852433,370725
2215669,981453
406491,173278
551236,236906
1094934,480999
974251,427462
666033,288990
106196,45125
2048296,907385
1077432,473194
302463,127132
2029235,898631
2113070,933252
1801486,796788
469489,199135
973132,427296
407604,173700
1162440,512042
209399,88023
2022515,896247
607929,261355
1253908,555752
1410468,630838
1834213,809812
19176,7854
506091,217202
767905,334691
1924207,849475
2059101,912054
1103594,485638
220872,92986
1324673,589625
340799,144253
102223,42958
818484,355021
1367452,609764
2150941,949755
1533891,684136
1843877,814842
225044,94692
2040996,903670
960220,421296
1165873,513663
107068,45358
82892,35165
301158,126715
1027199,449501
47903,21348
676263,294452
1554879,693335
113958,48432
1966709,869869
1219764,540085
856946,373427
1356937,604706
1372624,612969
1581222,705349
1070741,470471
1716750,762859
815637,354092
1549915,691281
136779,58012
2076994,919500
393812,167756
2212186,979835
283564,119079
1282783,569657
1240347,549833
458479,194561
1691374,752392
2235771,991072
616749,265146
1459881,652944
118699,50313
1179881,520989
1992341,882063
897856,391275
1432435,641291
2244632,995378
201732,85340
766988,334468
298894,125867
1047428,458790
198475,83465
682953,297001
487963,208145
1427479,638866
1659245,738552
509007,218712
937128,409904
2137499,944111
507592,218111
344306,145743
863078,376958
1076252,472763
169957,71666
1270773,564205
1922889,849018
1224110,542984
471036,200084
285015,119531
1353059,602603
1832748,809320
2057654,910834
1904569,840283
1970153,871190
559259,240423
1294254,575048
1971735,871863
327944,138953
1977397,874619
470398,199658
674595,293268
694264,301814
894768,389848
666936,289437
239211,100320
984661,431787
5164,1853
20961,8837
2100746,927902
518099,222501
742785,323553
90695,38998
1595324,711286
1697587,754221
1656275,737700
1213639,536811
2060083,912418
281211,118019
622635,268345
1323834,589226
2174344,961245
2229427,987869
1895065,835967
1571571,700946
2112480,932710
1084591,476728
1743825,772591
902708,393855
2207365,977163
686040,298568
589754,253345
513572,220242
1052317,461811
1964581,868127
1968467,870918
964010,423011
2199717,974009
1385664,619315
182821,77472
2181026,964198
283194,118947
1620414,722108
1334029,594034
154057,64255
1364899,608629
981984,430451
2194879,971712
457785,194449
320611,135756
2105877,930081
679115,295506
2192778,970523
2085299,922759
1477967,660405
1227803,544689
1205204,533031
374754,160147
809005,351767
911694,397440
354372,150130
439427,186386
2119919,936573
1538632,686019
1525125,680886
168215,70890
2107190,930389
984419,431743
727659,317025
677120,294992
1888518,833176
1874363,827451
1092739,480410
1782848,788659
1964363,868072
679492,295548
1632381,728098
545348,234381
411496,175278
485420,207075
997452,437423
31376,13971
276553,115541
563850,242418
1358790,605339
607235,261201
1412454,632153
1552529,692474
864314,377152
1623665,723579
1995452,883163
1629821,727059
1592392,710283
1216528,538113
604920,260336
981643,430325
425655,180845
1736024,769221
1325941,590318
1704876,757744
673567,292983
471830,200470
1601681,714088
1482364,662218
46943,21074
1492353,666098
24426,10630
585823,251733
1183262,521916
816481,354195
445314,188607
2010516,890258
1649943,734691
2032271,899762
1195052,527216
377170,161251
2077851,919711
595955,256018
749096,325724
394767,168118
1606461,716095
2109849,931371
1511211,675922
2199122,973896
27328,11924
1937171,856099
469339,199096
195344,82030
1751072,775578
1411626,631615
1957582,865103
1260619,558859
339115,143522
754384,327888
1262800,560221
1828965,807565
1663467,740035
566755,244064
2036147,901731
829825,359747
1055413,463219
1810466,800708
1586882,708038
1088497,478898
196865,82432
1972522,872267
2027393,897922
455103,193253
786416,342680
1341,454
990937,434216
460193,195274
1149506,505057
2193951,971058
614240,263954
1704339,757363
1122284,492015
1390764,621557
2006501,888417
1189767,525090
411839,175462
197781,82779
708822,309189
359530,152727
270792,112866
1727741,766575
1499850,669734
328407,139109
669428,291010
799837,347705
207530,87406
2165881,957520
1780978,788010
1327598,590692
412793,175733
738952,322271
1163238,512520
2058913,912040
602138,259058
443159,187894
797585,346963
1471601,657198
392995,167600
132169,55655
1059471,464629
1303820,579809
1233489,547200
861584,376337
1032245,452250
870321,379616
2221907,984173
2253298,998815
139767,58968
148600,62384
1114337,489637
2222283,984396
585305,251639
693395,301120
646452,280081
1129037,495122
2026190,897603
1461165,653449
1784043,789407
1314883,584810
1096927,482209
1340214,596831
1386803,619562
